sale_price,year_sold,year_built,lot_area,basement_area,living_area,full_bath,half_bath,bedroom,garage_cars,garage_area,ac,zoning,neighborhood,quality,condition
156000,2009,1999,7750,384,1430,2,1,3,2,400,Y,Residential_Low_Density,nb_22,good,average
245000,2009,1999,15896,1177,2312,2,1,4,3,658,Y,Residential_Low_Density,nb_22,good,average
214000,2009,1999,8755,992,2060,2,1,3,2,390,Y,Residential_Low_Density,nb_22,good,average
168000,2009,1999,7848,384,1430,2,1,3,2,410,Y,Residential_Low_Density,nb_22,good,average
337000,2009,1999,9430,1252,2365,2,1,3,3,856,Y,Residential_Low_Density,nb_19,good,average
403000,2009,1995,15138,1462,2794,2,1,4,3,810,Y,Residential_Low_Density,nb_19,good,average
265000,2009,1996,10208,1264,2344,2,1,3,3,889,Y,Residential_Low_Density,nb_19,good,average
315000,2009,1994,10750,2024,2063,2,0,3,3,815,Y,Residential_Low_Density,nb_19,good,average
260000,2009,1995,9085,1070,2061,2,1,3,2,647,Y,Residential_Low_Density,nb_19,good,average
263550,2009,1993,11692,1173,2232,2,1,3,2,623,Y,Residential_Low_Density,nb_19,good,average
275000,2009,2008,11194,1696,1696,2,0,3,3,972,Y,Residential_Low_Density,nb_12,good,average
257500,2009,2008,10206,1614,1658,2,1,3,3,726,Y,Residential_Low_Density,nb_12,good,average
245000,2009,2006,9139,1422,1432,2,0,3,2,492,Y,Residential_Low_Density,nb_12,good,average
253000,2009,2005,9675,1113,1971,2,1,3,2,689,Y,Residential_Low_Density,nb_12,good,average
468000,2009,2005,11128,2458,2490,2,0,2,3,795,Y,Residential_Low_Density,nb_12,excellent,average
159000,2009,2007,9605,1218,1218,1,1,3,2,576,Y,Residential_Low_Density,nb_24,good,average
152000,2009,2006,7500,1141,1141,1,1,3,2,484,Y,Residential_Low_Density,nb_24,good,average
143500,2009,2004,7500,1158,1158,1,1,3,0,0,Y,Residential_Low_Density,nb_24,average,average
193000,2009,2004,10628,835,1812,2,1,3,2,478,Y,Residential_Low_Density,nb_24,good,average
203000,2009,2004,10141,1512,1512,2,0,3,3,845,Y,Residential_Low_Density,nb_24,good,average
184900,2009,2003,10083,1176,1200,2,0,2,2,555,Y,Residential_Low_Density,nb_24,good,average
159000,2009,2004,13072,1114,1114,1,1,3,2,576,Y,Residential_Low_Density,nb_24,good,average
142000,2009,2004,13072,1114,1114,1,1,3,0,0,Y,Residential_Low_Density,nb_24,average,average
153000,2009,2003,12450,1114,1114,2,0,3,2,576,Y,Residential_Low_Density,nb_24,average,average
220000,2009,1996,11492,913,2122,2,1,4,2,559,Y,Residential_Low_Density,nb_24,good,average
189000,2009,2001,8529,1454,1434,2,0,3,2,527,Y,Residential_Low_Density,nb_24,good,average
171500,2009,1992,7703,816,1730,2,1,3,2,528,Y,Residential_Low_Density,nb_24,average,average
145000,2009,1990,7175,1332,1332,2,0,2,2,542,Y,Residential_Low_Density,nb_24,average,average
184000,2009,1994,9109,754,1540,2,1,3,2,495,Y,Residential_Low_Density,nb_24,good,average
76000,2009,1928,9000,784,784,1,0,2,2,360,N,Residential_High_Density,nb_24,average,fair
135000,2009,1977,7064,980,980,1,0,3,2,484,Y,Residential_Low_Density,nb_17,average,average
141000,2009,1961,8499,864,864,1,0,3,2,732,Y,Residential_Low_Density,nb_17,average,average
129000,2009,1963,7791,912,912,1,0,3,1,300,Y,Residential_Low_Density,nb_17,average,good
131400,2009,1961,10000,864,1144,1,0,3,1,264,Y,Residential_Low_Density,nb_17,average,average
62383,2009,1965,8281,864,864,1,0,3,1,360,Y,Residential_Low_Density,nb_17,average,average
123000,2009,1962,7150,912,912,1,0,3,1,252,Y,Residential_Low_Density,nb_17,average,average
275000,2009,1980,15676,2014,2014,2,0,2,3,864,Y,Residential_Low_Density,nb_15,good,good
241600,2009,1981,15417,1740,1740,1,1,2,2,540,Y,Residential_Low_Density,nb_15,good,average
150000,2009,1976,9991,1281,1620,2,0,3,2,490,Y,Residential_Low_Density,nb_17,average,average
154000,2009,1968,11700,727,1556,1,1,4,2,441,Y,Residential_Low_Density,nb_04,average,average
185000,2009,1970,11717,1442,1442,2,0,2,2,615,Y,Residential_Low_Density,nb_04,average,average
185750,2009,1968,9156,1489,1489,2,0,3,2,462,Y,Residential_Low_Density,nb_04,average,good
200000,2009,1973,10382,1107,2090,2,1,3,2,484,Y,Residential_Low_Density,nb_04,good,average
206000,2009,1974,12732,752,2067,2,1,3,2,784,Y,Residential_Low_Density,nb_04,good,average
162000,2009,1972,12936,723,1395,1,1,3,2,497,Y,Residential_Low_Density,nb_04,average,average
197900,2009,1967,17871,1680,1724,1,1,3,2,480,Y,Residential_Low_Density,nb_04,average,average
163000,2009,1969,9600,1288,1336,2,0,3,2,502,Y,Residential_Low_Density,nb_04,average,average
167900,2009,1977,9650,1350,1334,2,0,2,2,630,Y,Residential_Low_Density,nb_04,average,average
213250,2009,1998,10140,1650,1680,2,0,3,2,583,Y,Residential_Low_Density,nb_04,good,average
227000,2009,2001,8400,810,1665,2,1,3,2,528,Y,Residential_Low_Density,nb_04,good,average
130000,2009,1967,7130,864,864,1,0,2,1,312,Y,Residential_Low_Density,nb_07,average,average
117500,2009,1965,9100,925,925,1,0,2,1,429,Y,Residential_Low_Density,nb_07,average,average
172500,2009,1971,16500,1232,1320,2,0,3,2,495,Y,Residential_Low_Density,nb_04,average,average
161500,2009,1967,9790,1372,1342,2,0,3,2,457,Y,Residential_Low_Density,nb_04,average,average
127500,2009,1959,9100,864,864,1,0,2,1,300,Y,Residential_Low_Density,nb_07,average,average
140000,2009,1957,9450,1040,1362,1,0,3,3,768,Y,Residential_Low_Density,nb_07,average,average
177625,2009,1956,13495,1048,1728,2,0,3,2,576,Y,Residential_Low_Density,nb_07,average,average
167000,2009,1964,10004,1516,1516,1,1,3,2,472,Y,Residential_Low_Density,nb_07,average,average
153000,2009,1961,9350,1313,1313,1,1,3,2,610,Y,Residential_Low_Density,nb_07,average,average
177500,2009,1965,8970,744,2140,2,1,4,2,549,Y,Residential_Low_Density,nb_07,average,average
158000,2009,1964,12095,1127,1445,1,1,3,2,645,Y,Residential_Low_Density,nb_07,average,average
124500,2009,1959,9600,1041,1041,1,0,3,1,270,Y,Residential_Low_Density,nb_07,average,average
174500,2009,1961,11475,1208,1576,1,0,4,2,368,Y,Residential_Low_Density,nb_07,average,average
149500,2009,1953,12160,1505,1505,1,0,2,2,505,Y,Residential_Low_Density,nb_07,average,average
175000,2009,1967,9900,1680,1691,1,0,2,2,550,Y,Residential_Low_Density,nb_07,average,average
167000,2009,1953,9600,1416,1644,1,0,3,2,418,Y,Residential_Low_Density,nb_07,average,average
128900,2009,1956,9600,1050,1050,1,0,2,1,338,Y,Residential_Low_Density,nb_07,average,average
140000,2009,1950,9600,856,1668,1,1,3,1,271,Y,Residential_Low_Density,nb_07,average,good
147000,2009,1950,9600,1113,1113,1,0,3,1,264,Y,Residential_Low_Density,nb_07,average,good
187500,2009,1961,10573,1453,1453,2,0,3,2,530,Y,Residential_Low_Density,nb_07,average,average
256000,2009,1966,14695,1562,1567,2,0,2,2,542,Y,Residential_Low_Density,nb_07,average,good
205000,2009,1965,13600,768,1986,2,1,3,2,486,Y,Residential_Low_Density,nb_07,good,average
104900,2009,1920,12513,715,1738,2,0,4,1,368,Y,Residential_Low_Density,nb_07,average,average
150000,2009,1956,8760,1169,1144,1,0,3,1,286,Y,Residential_Low_Density,nb_07,average,good
156500,2009,1957,8400,1478,1478,1,1,3,2,442,Y,Residential_Low_Density,nb_07,average,fair
155000,2009,1958,12400,1215,1215,1,0,3,1,297,Y,Residential_Low_Density,nb_07,average,good
153000,2009,1955,8750,1382,1382,1,0,3,1,350,Y,Residential_Low_Density,nb_07,average,average
176000,2009,1962,19296,1362,1382,1,0,3,2,884,Y,Residential_Low_Density,nb_07,average,average
153000,2009,1954,8532,1297,1297,1,0,3,2,498,Y,Residential_Low_Density,nb_07,average,average
123000,2009,1953,10634,608,1319,1,0,3,1,270,Y,Residential_Low_Density,nb_07,average,average
126000,2009,1951,13070,631,1112,1,0,2,2,480,Y,Residential_Low_Density,nb_07,average,average
164900,2009,1951,14559,1008,1363,1,0,2,1,288,Y,Residential_Low_Density,nb_07,average,good
145500,2009,1952,7626,1031,1031,1,0,2,1,230,Y,Residential_Low_Density,nb_07,average,good
152500,2009,1948,11419,699,1527,1,1,3,2,410,Y,Residential_Low_Density,nb_07,good,good
129900,2009,1950,9600,1200,1200,1,0,3,1,246,Y,Residential_Low_Density,nb_07,average,average
132000,2009,1948,8000,972,972,1,0,2,1,240,Y,Residential_Low_Density,nb_07,average,average
99900,2009,1958,5470,792,792,1,0,2,1,366,Y,Residential_Low_Density,nb_13,fair,average
149000,2009,1939,10800,676,1352,2,0,4,2,720,Y,Residential_Low_Density,nb_13,average,good
109500,2009,1924,9022,768,792,1,0,2,1,240,Y,Residential_Low_Density,nb_13,average,good
125000,2009,1925,10230,1054,1078,1,0,3,1,264,Y,Residential_Low_Density,nb_13,average,good
142900,2009,1915,10410,1313,2377,2,0,3,2,528,Y,Residential_Low_Density,nb_13,average,average
156500,2009,1910,7200,560,1690,2,0,4,2,624,Y,Residential_Low_Density,nb_13,good,excellent
59000,2009,1940,5400,416,599,1,0,2,0,0,N,Residential_Low_Density,nb_13,poor,average
105000,2009,1920,5400,840,1374,1,0,2,1,338,Y,Residential_Low_Density,nb_13,average,average
106000,2009,1920,10800,720,846,1,0,2,2,576,N,Residential_Low_Density,nb_13,average,good
78500,2009,1890,10800,630,725,1,1,1,1,320,Y,Residential_Low_Density,nb_13,fair,average
190000,2009,1969,9671,1248,2544,2,2,6,3,907,Y,Residential_Low_Density,nb_07,average,average
154000,2009,1963,10143,1380,1380,1,1,3,1,364,Y,Residential_Low_Density,nb_07,average,good
135000,2009,1957,10454,1105,1105,1,0,3,1,308,Y,Residential_Low_Density,nb_07,average,average
153000,2009,1957,8712,992,1306,1,0,2,1,756,Y,Residential_Low_Density,nb_07,average,good
133000,2009,1949,12144,832,1268,1,0,3,1,288,Y,Residential_Low_Density,nb_07,average,good
92900,2009,1950,8544,0,1040,2,0,2,2,400,N,Residential_Low_Density,nb_07,fair,average
90000,2009,1949,7200,0,1040,2,0,2,2,420,N,Residential_Low_Density,nb_07,average,average
128000,2009,1958,7350,1041,1041,1,0,3,1,294,Y,Residential_Low_Density,nb_07,average,average
118900,2009,1952,7200,732,732,1,0,2,1,240,Y,Residential_Low_Density,nb_07,average,good
138000,2009,1959,8000,528,1183,1,0,3,1,288,Y,Residential_Low_Density,nb_07,average,average
132500,2009,1959,7931,1148,1148,1,0,3,1,672,Y,Residential_Low_Density,nb_07,average,average
144750,2009,1964,7570,780,1806,1,1,4,2,483,Y,Residential_Low_Density,nb_07,average,average
109500,2009,1962,6600,894,894,1,0,2,1,308,N,Residential_Low_Density,nb_07,average,average
115000,2009,1926,3950,818,1224,1,0,3,1,210,Y,Residential_Medium_Density,nb_13,average,good
110000,2009,1910,10440,440,1230,1,1,2,2,440,Y,Residential_Medium_Density,nb_13,average,average
128900,2009,1935,4080,901,1378,1,0,3,1,162,Y,Residential_Medium_Density,nb_13,average,good
103500,2009,1910,10307,972,1944,2,0,4,2,324,N,Residential_Medium_Density,nb_13,average,average
130000,2009,1910,15660,240,1306,1,1,3,2,472,Y,Residential_Medium_Density,nb_13,average,good
107500,2009,1892,6600,994,2372,2,0,4,1,432,N,Residential_Medium_Density,nb_13,average,average
124500,2009,1952,7596,960,1960,2,0,4,2,400,Y,Residential_Medium_Density,nb_13,average,average
135000,2009,1946,3378,651,1389,1,1,3,1,240,Y,Residential_Medium_Density,nb_13,good,good
129500,2009,1950,6000,768,1328,1,1,3,1,308,Y,Residential_Medium_Density,nb_13,average,good
93000,2009,1954,6000,811,1387,2,0,3,1,256,Y,Residential_Medium_Density,nb_13,average,average
80000,2009,1920,7404,861,861,1,0,2,2,288,Y,Residential_Medium_Density,nb_13,average,average
91300,2009,1938,5784,190,886,1,0,2,1,273,Y,Residential_Medium_Density,nb_13,average,good
110000,2009,1947,3500,720,1284,1,1,2,1,240,Y,Residential_Medium_Density,nb_13,average,good
106000,2009,1898,8100,849,2138,2,0,2,2,360,N,Residential_Medium_Density,nb_13,average,average
119000,2009,1917,3600,624,1288,1,0,3,1,280,Y,Residential_Medium_Density,nb_13,average,good
146500,2009,1910,9720,741,1521,1,0,4,3,640,Y,Residential_Medium_Density,nb_13,average,good
223500,2009,1923,21384,1324,1576,1,1,3,2,528,Y,Residential_Low_Density,nb_23,average,average
149000,2009,1923,6615,1022,1432,1,0,3,1,216,N,Residential_Low_Density,nb_23,average,average
205000,2009,1925,7264,952,1548,2,1,3,2,672,N,Residential_Low_Density,nb_23,good,good
137000,2009,1930,4960,297,1654,2,0,3,1,336,Y,Residential_Low_Density,nb_23,average,good
128000,2009,1936,6000,672,1324,1,0,3,1,240,Y,Residential_Medium_Density,nb_23,average,average
117000,2009,1925,6000,884,1348,1,0,3,1,216,Y,Residential_Medium_Density,nb_23,average,good
132500,2009,1939,6000,780,1412,1,0,4,1,280,Y,Residential_Medium_Density,nb_23,average,average
93000,2009,1924,6000,468,1142,1,0,3,1,320,Y,Residential_Medium_Density,nb_23,average,average
100000,2009,1924,6911,1145,1301,1,0,2,2,440,Y,Residential_Medium_Density,nb_23,average,average
141500,2009,1936,6120,927,1539,1,1,3,2,576,Y,Residential_Medium_Density,nb_23,average,average
133000,2009,1935,6120,884,1573,1,0,3,1,240,Y,Residential_Medium_Density,nb_23,average,good
60000,2009,1936,6120,264,800,1,0,1,0,0,N,Residential_Medium_Density,nb_23,poor,fair
105000,2009,1931,6120,715,875,1,0,2,1,180,Y,Residential_Medium_Density,nb_23,average,good
150000,2009,1938,6120,952,1582,2,0,3,1,250,Y,Residential_Medium_Density,nb_23,average,average
126500,2009,1925,8635,1072,1072,1,0,2,5,1184,Y,Residential_Medium_Density,nb_23,average,average
214500,2009,1916,11888,844,2134,2,0,5,2,441,N,Residential_Low_Density,nb_23,average,average
167500,2009,1910,11414,728,2019,1,0,3,2,532,N,Residential_Low_Density,nb_23,good,good
155000,2009,1915,8094,1048,1768,2,0,3,2,576,Y,Residential_Medium_Density,nb_13,average,average
155000,2009,1915,2500,910,1826,1,1,4,1,164,Y,Residential_Medium_Density,nb_13,good,good
149000,2009,1927,6876,720,1930,2,0,4,1,316,Y,Residential_Medium_Density,nb_06,average,average
123000,2009,1915,5775,483,1427,1,0,3,1,379,Y,Residential_Medium_Density,nb_13,average,good
97500,2009,1902,5852,1020,1864,2,1,6,0,0,N,Residential_Medium_Density,nb_13,good,average
135000,2009,1927,5160,1204,1666,1,0,3,1,384,Y,Residential_Medium_Density,nb_06,average,average
116000,2009,1915,10320,698,1403,1,1,3,1,308,Y,Residential_Medium_Density,nb_06,average,good
88750,2009,1946,4280,560,704,1,0,2,1,220,Y,Residential_Low_Density,nb_17,average,excellent
159900,2009,1978,10547,1152,1152,2,0,2,1,252,Y,Residential_Low_Density,nb_01,average,average
103600,2009,1925,6629,672,1369,2,0,3,1,300,N,Residential_High_Density,nb_01,average,average
63000,2009,1934,9780,585,1112,2,0,4,1,226,N,Residential_Low_Density,nb_01,average,fair
139000,2009,1963,8816,1121,1121,1,0,3,2,480,Y,Residential_Low_Density,nb_17,average,average
172500,2009,1978,11184,918,1683,2,1,3,2,440,Y,Residential_Low_Density,nb_17,average,average
130000,2009,1967,7800,864,899,1,0,3,1,288,Y,Residential_Low_Density,nb_17,average,good
149900,2009,1978,8014,456,1034,1,0,3,2,504,Y,Residential_Low_Density,nb_17,average,average
137000,2009,1982,8740,840,860,1,0,2,2,528,Y,Residential_Low_Density,nb_17,average,average
139000,2009,1962,11616,1092,1092,1,0,3,1,288,Y,Residential_Low_Density,nb_17,average,average
165000,2009,1961,15400,552,1774,2,0,4,1,384,Y,Residential_Low_Density,nb_17,average,average
148000,2009,1960,15312,1138,1138,1,0,3,2,480,Y,Residential_Low_Density,nb_17,average,average
165000,2009,1956,15584,825,2071,1,1,4,1,336,Y,Residential_Low_Density,nb_16,average,average
63900,2009,1947,9000,0,660,1,0,2,0,0,N,Residential_Low_Density,nb_17,poor,poor
161500,2009,1957,11250,1104,1788,1,0,5,1,304,Y,Residential_Low_Density,nb_16,average,average
135000,2009,1956,17140,1134,1229,1,0,3,1,284,Y,Residential_Low_Density,nb_01,average,average
82500,2009,1940,12342,861,861,1,0,1,2,539,Y,Residential_Low_Density,nb_01,average,average
190000,2009,1955,10708,1617,1867,1,0,2,1,303,Y,Residential_Low_Density,nb_16,average,average
139600,2009,1955,13680,0,1733,2,0,4,2,452,Y,Residential_Low_Density,nb_01,fair,average
122000,2009,1954,15635,0,1383,1,0,2,2,498,Y,Residential_Low_Density,nb_01,average,average
127500,2009,1956,9855,1436,1689,1,0,3,2,480,Y,Residential_Low_Density,nb_01,average,average
154400,2009,1946,9350,747,1639,1,1,3,1,240,Y,Residential_Low_Density,nb_01,average,good
113000,2009,1941,9340,672,672,1,0,2,1,234,Y,Residential_Low_Density,nb_01,average,average
84000,2009,1957,11500,0,845,1,0,3,1,290,N,Residential_Low_Density,nb_01,average,fair
139500,2009,1984,4235,1049,1049,2,0,2,1,266,Y,Residential_Low_Density,nb_01,average,average
108000,2009,1940,9084,755,1510,1,0,4,1,296,Y,Residential_Low_Density,nb_01,average,average
162000,2009,1990,10778,1054,1061,1,1,1,2,462,Y,Residential_Low_Density,nb_24,good,average
156500,2009,1983,19255,520,1338,1,1,2,2,576,Y,Residential_Low_Density,nb_24,average,average
316600,2009,1983,12327,1496,2132,1,1,1,2,612,Y,Residential_Low_Density,nb_24,good,good
213000,2009,1993,9317,740,1775,2,1,3,2,425,Y,Residential_Low_Density,nb_24,good,average
239900,2009,1993,10560,1079,1879,2,1,3,2,473,Y,Residential_Low_Density,nb_24,good,average
239500,2009,1995,9828,1128,2020,2,1,3,2,466,Y,Residential_Low_Density,nb_24,good,average
131000,2009,1880,26400,0,2016,1,0,4,2,576,Y,Residential_Low_Density,nb_24,average,good
269500,2009,2000,11855,1168,2787,4,2,6,4,820,Y,Residential_Low_Density,nb_24,good,average
269500,2009,2000,7939,1168,2787,4,2,6,4,820,Y,Residential_Low_Density,nb_24,good,average
269500,2009,2000,7976,1168,2787,4,2,6,4,820,Y,Residential_Low_Density,nb_24,good,average
297000,2009,2007,10637,1705,1718,2,0,3,3,826,Y,Residential_Low_Density,nb_08,good,average
295493,2009,2008,10226,1622,1630,2,0,3,3,860,Y,Residential_Low_Density,nb_08,good,average
332000,2009,2008,10816,1720,1720,2,0,3,3,846,Y,Residential_Low_Density,nb_08,excellent,average
239900,2009,2008,9178,1468,1468,2,0,3,3,904,Y,Residential_Low_Density,nb_08,good,average
212000,2009,2007,10769,866,1768,2,1,3,2,578,Y,Residential_Low_Density,nb_08,good,average
272500,2009,2007,11422,1838,1838,2,0,3,2,524,Y,Residential_Low_Density,nb_08,good,average
239000,2009,2007,11923,1800,1800,2,0,2,2,702,Y,Residential_Low_Density,nb_08,excellent,average
200000,2009,2007,6762,1282,1290,2,0,2,2,662,Y,Residential_Low_Density,nb_08,good,average
221800,2009,2008,10324,1254,1254,2,0,2,3,810,Y,Residential_Low_Density,nb_08,good,average
194500,2009,2007,7314,1232,1232,2,0,2,2,632,Y,Residential_Low_Density,nb_08,good,average
237000,2009,2005,11645,1498,1498,2,0,3,3,844,Y,Residential_Low_Density,nb_08,good,average
173000,2009,2005,11646,704,1422,2,1,3,2,440,Y,Residential_Low_Density,nb_08,average,average
233500,2009,1992,16698,1449,1759,2,1,3,2,525,Y,Residential_Low_Density,nb_16,good,average
152000,2009,1996,12464,1040,1040,1,0,3,2,576,Y,Residential_Low_Density,nb_08,average,average
143000,2009,1994,9757,990,990,1,0,3,1,440,Y,Residential_Low_Density,nb_08,average,good
231500,2009,1997,15426,928,1764,2,1,3,2,470,Y,Residential_Low_Density,nb_08,average,average
212000,2009,1996,10667,799,1661,2,1,3,2,550,Y,Residential_Low_Density,nb_08,good,average
204000,2009,1999,10335,1490,1501,2,0,3,2,577,Y,Residential_Low_Density,nb_08,good,average
200000,2009,1998,8750,928,1772,2,1,3,2,492,Y,Residential_Low_Density,nb_08,average,average
195000,2009,2002,8935,831,1660,2,1,3,2,493,Y,Residential_Low_Density,nb_08,good,average
227000,2009,2002,9808,1573,1573,2,0,3,2,544,Y,Residential_Low_Density,nb_08,good,average
124000,2009,1978,8430,1040,1040,2,0,3,0,0,Y,Residential_Low_Density,nb_08,average,average
150500,2009,1977,8800,1040,1040,2,0,3,2,484,Y,Residential_Low_Density,nb_08,average,good
136500,2009,1978,7000,864,864,1,0,3,1,336,Y,Residential_Low_Density,nb_08,average,good
143500,2009,1977,9286,1268,1268,1,1,3,1,252,Y,Residential_Low_Density,nb_08,average,good
133900,2009,1972,7200,768,768,1,0,2,1,396,Y,Residential_Low_Density,nb_08,average,good
133000,2009,1972,8445,768,768,1,0,2,2,396,Y,Residential_Low_Density,nb_08,average,good
250000,2009,2002,11664,1569,1611,2,0,3,3,1231,Y,Residential_Low_Density,nb_08,good,average
236500,2009,2001,11838,1753,1788,2,0,3,2,522,Y,Residential_Low_Density,nb_08,good,average
313000,2009,2000,11050,1440,2153,2,1,3,3,736,Y,Residential_Low_Density,nb_08,excellent,average
211000,2009,2001,11250,944,1870,2,1,3,2,608,Y,Residential_Low_Density,nb_08,good,average
203000,2009,1996,11883,1504,1504,2,0,3,2,478,Y,Residential_Low_Density,nb_08,good,average
279500,2009,2002,12782,1822,1828,2,0,3,2,523,Y,Residential_Low_Density,nb_08,good,average
210000,2009,1997,8750,1417,1417,2,0,3,2,511,Y,Residential_Low_Density,nb_08,good,average
219500,2009,1997,9375,1057,2034,2,1,3,2,645,Y,Residential_Low_Density,nb_08,good,average
191000,2009,1996,8750,880,1716,2,1,2,2,512,Y,Residential_Low_Density,nb_08,good,average
178000,2009,2001,9100,1212,1212,2,0,3,2,573,Y,Residential_Low_Density,nb_08,good,average
213000,2009,2000,9750,1630,1630,2,0,3,2,451,Y,Residential_Low_Density,nb_08,good,average
190000,2009,2004,9313,864,1728,2,1,3,2,572,Y,Residential_Low_Density,nb_08,good,average
190000,2009,2004,8487,1500,1500,2,0,3,2,570,Y,Residential_Low_Density,nb_08,good,average
173500,2009,2005,8633,738,1476,2,1,3,2,540,Y,Residential_Low_Density,nb_08,average,average
170000,2009,2007,11069,608,1396,2,1,3,2,440,Y,Residential_Low_Density,nb_08,average,average
108000,2009,1949,8777,0,1126,2,0,2,2,520,Y,Residential_Low_Density,nb_01,average,average
167000,2009,1964,9937,1486,1486,1,0,3,2,480,Y,Residential_Low_Density,nb_01,average,good
100000,2009,1938,8877,816,816,1,0,2,1,288,Y,Residential_Low_Density,nb_01,average,average
198500,2009,2003,7301,0,1922,3,0,4,2,672,Y,Residential_Low_Density,nb_01,good,average
145500,2009,2005,3675,547,1072,1,0,2,2,525,Y,Residential_Medium_Density,nb_01,average,average
118000,2009,1947,9405,698,698,1,0,2,0,0,Y,Residential_Low_Density,nb_01,average,excellent
85000,2009,1959,6410,876,876,1,0,3,1,320,Y,Residential_Low_Density,nb_01,average,average
120000,2009,1950,11767,1078,1368,1,0,3,1,195,Y,Residential_Low_Density,nb_01,average,average
98000,2009,1945,8405,0,1529,2,0,4,1,240,N,Residential_Low_Density,nb_01,average,fair
82000,2009,1952,10206,0,944,1,0,2,2,528,N,Residential_Low_Density,nb_01,fair,fair
119900,2009,1959,10926,1678,1678,2,0,6,0,0,Y,Residential_Low_Density,nb_01,average,average
103500,2009,1956,11767,1150,1560,1,0,2,1,313,Y,Residential_Low_Density,nb_01,average,average
60000,2009,1920,8400,290,438,1,0,1,1,246,N,Residential_Low_Density,nb_11,poor,average
197000,2009,1920,15863,824,3082,2,1,5,2,672,Y,Residential_Low_Density,nb_11,good,fair
105000,2009,1935,5707,583,1242,1,1,3,1,180,Y,Residential_Low_Density,nb_11,average,average
135000,2009,1928,7804,1122,1981,2,0,4,2,576,Y,Residential_Low_Density,nb_11,average,fair
147500,2009,1916,8574,816,1232,1,0,3,2,440,Y,Residential_Low_Density,nb_05,average,good
155000,2009,1936,7200,560,1135,1,0,3,2,576,Y,Residential_Low_Density,nb_11,good,excellent
177000,2009,1928,7558,896,1913,1,1,3,2,342,Y,Residential_Low_Density,nb_05,average,average
205000,2009,1940,13680,840,1567,1,1,2,2,440,Y,Residential_Low_Density,nb_05,average,average
177500,2009,1942,7500,771,1494,1,0,3,1,213,Y,Residential_Low_Density,nb_05,average,good
160000,2009,1940,9600,728,1308,1,1,2,1,256,Y,Residential_Low_Density,nb_05,average,good
155000,2009,1960,14680,1273,1273,1,0,2,1,307,Y,Residential_Low_Density,nb_05,average,average
193000,2009,1960,13339,1561,1561,2,0,3,2,463,Y,Residential_Low_Density,nb_05,average,average
158000,2009,1949,15600,1067,1523,2,0,3,1,295,N,Residential_Low_Density,nb_05,average,good
224000,2009,1954,17500,1310,1906,1,1,3,2,576,Y,Residential_Low_Density,nb_05,average,average
208000,2009,1986,13607,572,1982,2,1,3,2,501,Y,Residential_Low_Density,nb_05,average,average
315000,2009,1971,17597,1803,2365,2,0,3,2,551,Y,Residential_Low_Density,nb_05,good,excellent
222000,2009,1988,21695,880,1680,2,0,3,2,540,Y,Residential_Low_Density,nb_05,average,excellent
147000,2009,1920,10690,672,1344,1,0,3,1,468,Y,Residential_Medium_Density,nb_06,average,good
123000,2009,1900,8660,760,2168,2,0,5,2,576,N,Residential_Medium_Density,nb_06,average,average
78000,2009,1920,6402,596,1192,1,0,3,1,189,N,Residential_Medium_Density,nb_06,average,average
240000,2009,2004,12118,1710,1710,2,0,3,2,550,Y,Residential_Low_Density,nb_20,good,average
156450,2009,1977,9750,902,926,1,0,2,1,351,Y,Residential_Low_Density,nb_20,average,average
126000,2009,1977,10125,0,1734,2,0,4,2,539,Y,Residential_Low_Density,nb_20,average,average
173000,2009,1990,9947,1188,1217,2,0,3,2,497,Y,Residential_Low_Density,nb_20,good,average
315500,2009,2007,12898,1620,1620,2,0,2,3,912,Y,Residential_Low_Density,nb_21,excellent,average
410000,2009,2008,13438,2190,2036,2,0,3,3,780,Y,Residential_Low_Density,nb_21,excellent,average
316500,2009,2008,14463,1641,1641,2,0,3,3,885,Y,Residential_Low_Density,nb_21,excellent,average
315000,2009,2006,14601,1838,1838,2,0,2,3,765,Y,Residential_Low_Density,nb_21,excellent,average
425000,2009,2007,12633,1978,1978,2,0,2,3,920,Y,Residential_Low_Density,nb_21,excellent,average
115000,2009,1960,21750,0,1771,1,0,3,2,336,Y,Residential_Low_Density,nb_20,average,average
162000,2009,1998,4500,1204,1204,2,0,2,2,412,Y,Residential_Medium_Density,nb_20,average,average
165000,2009,1999,4500,1224,1224,2,0,2,2,402,Y,Residential_Medium_Density,nb_20,average,average
130000,2009,1968,9858,864,874,1,0,3,1,288,Y,Residential_Low_Density,nb_20,average,average
86000,2009,1970,1526,630,630,1,0,1,1,286,Y,Residential_Medium_Density,nb_02,average,good
160000,2009,1969,13383,1188,1404,2,0,3,2,504,Y,Residential_Low_Density,nb_20,average,average
80000,2009,1970,1477,630,630,1,0,1,1,286,Y,Residential_Medium_Density,nb_02,average,average
88000,2009,1970,2217,546,1092,1,1,3,1,286,Y,Residential_Medium_Density,nb_02,average,average
131250,2009,1993,7706,384,1091,1,0,2,1,429,Y,Residential_Low_Density,nb_20,average,average
165500,2009,1978,9101,1097,1110,1,0,1,2,602,Y,Residential_Low_Density,nb_20,average,average
143000,2009,1993,14115,796,1362,1,1,1,2,480,Y,Residential_Low_Density,nb_20,average,average
130000,2009,1992,10429,624,1287,1,1,3,2,440,Y,Residential_Low_Density,nb_20,average,average
